id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,reviews total,pre 2014 reviews,post 2014 reviews
2265,Zen-East in the Heart of Austin,2466,Paddy,,78702,30.2775,-97.71398,Entire home/apt,225,28,24,2019-03-16,0.19,3,25,24,9,15
5245,"Green, Colorful, Clean &  Cozy home",2466,Paddy,,78702,30.27577,-97.71379,Private room,100,28,9,2018-03-14,0.07,3,30,23,5,4
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.261120000000002,-97.73448,Entire home/apt,95,2,490,2019-06-28,3.89,1,307,5,266,224
5769,NW Austin Room,8186,Elizabeth,,78729,30.455959999999997,-97.7837,Private room,40,1,250,2019-06-06,2.22,1,58,10,150,100
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24829,-97.73725999999999,Entire home/apt,99,3,95,2019-07-07,0.81,1,70,44,15,80
6448,Secluded Studio in 78704 (Zilker),14156,Amy,,78704,30.260270000000002,-97.76503000000001,Entire home/apt,129,3,210,2019-05-27,2.2,2,124,11,65,145
8502,Woodland Studio Lodging,25298,Karen,,78741,30.236159999999998,-97.73682,Entire home/apt,40,3,46,2019-05-28,0.4,1,180,30,21,25
14765,"30s Craftsman Travis Hghts home, SoCo,  downtown",57982,Charla,,78704,30.250120000000003,-97.74193000000001,Entire home/apt,260,2,47,2019-04-14,0.61,1,192,25,4,43
14913,Blue Boy Club House / Music Venue,58635,Steven,,78748,30.15645,-97.82411,Entire home/apt,300,1,25,2018-08-26,0.39,1,0,15,3,22
21126,Live Like a Local in a Chic Mid-Century Modern Retreat,80406,Dani,,78704,30.24503,-97.74075,Entire home/apt,550,1,84,2019-07-07,1.07,12,151,9,7,77
21145,"Private Pool, Non Smoking, Pet Friendly, Central",80511,April,,78705,30.294220000000003,-97.74618000000001,Entire home/apt,220,2,32,2019-02-18,0.77,1,111,2,0,32
22166,Close in Hill country views NW ,84906,Stacey,,78759,30.389570000000003,-97.76216,Entire home/apt,155,30,9,2015-07-04,0.08,1,338,8,7,2
22828,Garage Apartment near S Congress,56488,David,,78741,30.235640000000004,-97.73146,Entire home/apt,54,31,36,2019-06-21,0.32,1,262,3,21,15
22982,Private Clarksville 2-1/Sleeps Six,89031,Gina,,78703,30.28027,-97.75596,Entire home/apt,95,2,138,2019-07-07,1.22,1,306,142,34,104
25028,Lovely Central Austin Bungalow,102862,Elana,,78757,30.337659999999996,-97.73725999999999,Entire home/apt,100,30,32,2019-05-30,0.28,1,285,25,23,9
27632,Clarksville Condo - Minutes to DT!,119441,Angele,,78703,30.27722,-97.76088,Entire home/apt,95,2,95,2019-06-21,0.88,1,197,5,67,28
32396,South Austin Comfort,140174,Tiffany,,78749,30.20273,-97.84439,Entire home/apt,55,1,9,2012-10-02,0.08,1,192,9,9,0
37324,furnished bedroom and full bath,161189,Chris,,78727,30.4303,-97.69125,Private room,35,5,33,2019-05-25,0.66,1,260,38,0,33
39993,Tiny Tarrytown Apartment,210965,Susan And Anthony,,78703,30.29996,-97.77832,Entire home/apt,59,2,121,2019-07-07,1.86,2,299,15,1,120
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.351409999999998,-97.76323000000001,Entire home/apt,350,2,29,2019-05-27,0.28,1,364,47,21,8
46929,Sunny Central Austin Apartment,210965,Susan And Anthony,,78703,30.30038,-97.77886,Entire home/apt,105,2,352,2019-07-05,3.31,2,258,157,132,220
47572,Harmonious Home in  North Austin,215917,Belinda,,78758,30.376409999999996,-97.70926,Private room,45,3,1,2019-03-19,0.26,1,327,2,0,1
50310,Super Hip South Austin Studio,230553,Sevylla,,78744,30.20093,-97.75318,Entire home/apt,40,3,239,2019-06-17,2.24,1,276,44,114,125
50318,Scooby Doo House,12409,Flip,,78705,30.28625,-97.75022,Entire home/apt,100,5,28,2019-03-17,0.26,2,222,9,21,7
50334,Villa in Central Austin for ACL!,230747,Suzanne,,78703,30.282709999999998,-97.75881,Entire home/apt,300,7,3,2015-03-18,0.03,1,365,2,2,1
51100,Walking distance to ACL,235136,Charla,,78703,30.281879999999997,-97.76413000000001,Entire home/apt,500,3,2,2019-05-12,0.02,1,210,8,1,1
56690,STUDIO IN SOCO.  BEST LOCATION!,268988,Stephanie,,78704,30.2444,-97.75121,Entire home/apt,150,2,157,2019-06-09,1.55,2,81,14,68,89
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.255959999999998,-97.76866,Entire home/apt,99,1,584,2019-07-07,5.63,2,342,9,242,342
68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.311709999999998,-97.72455,Entire home/apt,89,2,433,2019-06-25,4.19,1,95,37,130,303
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.2607,-97.77194,Entire home/apt,145,2,82,2019-07-07,0.82,2,340,10,9,73
69352,Enchanting Zilker Cottage~Downtown,347068,Particular Properties,,78704,30.25775,-97.76354,Entire home/apt,159,2,390,2018-05-24,3.86,2,1,1,202,188
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.23152,-97.76434,Entire home/apt,110,2,410,2019-06-30,4.03,1,301,3,205,205
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.236159999999998,-97.76446,Entire home/apt,150,2,24,2019-07-11,1.08,1,94,48,0,24
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.245009999999997,-97.74986,Entire home/apt,150,2,131,2019-06-23,1.29,2,81,6,56,75
72318,"Private, Super Cool, and very Close In",374529,Alyson & Max,,78704,30.2532,-97.77891,Private room,125,3,38,2018-10-15,0.38,3,20,16,25,13
72633,Architect Designed - Great Location,377037,Becca,,78704,30.24604,-97.75329,Entire home/apt,470,2,39,2019-03-20,0.39,1,351,53,19,20
72706,"July price drop! Great, Central SoCo Cottage!",377618,Susan,,78704,30.24775,-97.76403,Entire home/apt,145,2,248,2019-07-08,2.45,2,295,21,92,156
72833,Central Cottage with bikes!,378744,Ellen And Andy,,78731,30.31383,-97.75161,Entire home/apt,85,3,311,2019-07-10,3.07,1,116,32,143,168
73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.415190000000003,-97.73019000000001,Entire home/apt,230,2,23,2019-04-15,0.23,1,146,1,9,14
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.28985,-97.7451,Entire home/apt,107,30,41,2019-06-28,0.4,2,298,10,31,10
73898,Close to everything !! Good music!!,387130,Rick,,78749,30.20857,-97.85673,Private room,67,10,26,2018-04-21,0.27,1,0,1,1,25
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.244220000000002,-97.77885,Entire home/apt,90,2,190,2019-06-01,1.88,1,360,52,125,65
74716,Welcoming East Austin Guest Suite,393795,Jennifer,,78702,30.276559999999996,-97.72166,Private room,75,2,87,2018-10-25,1.24,1,10,10,1,86
74742,Large private room,394019,William,,78704,30.230420000000002,-97.78256,Private room,77,1,6,2019-03-18,0.06,2,35,10,1,5
75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.247729999999997,-97.72584,Entire home/apt,130,2,242,2019-05-17,2.39,2,213,87,92,150
75957,PRIVATE COTTAGE APT IN Tarrytown -Central Austin,404260,Kelly,,78703,30.29187,-97.76824,Entire home/apt,115,2,264,2019-06-23,2.6,2,353,12,110,154
76391,3700 ft2 brand new Mueller Home,407740,Michelle,,78751,30.3071,-97.73046,Entire home/apt,850,3,4,2015-03-19,0.04,1,365,42,3,1
76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.27577,-97.75608000000001,Entire home/apt,152,2,175,2019-07-06,1.73,2,352,4,53,122
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29138,-97.71907,Entire home/apt,125,2,156,2019-07-07,1.53,1,135,42,56,100
76911,EastSideLavishness- A Stay of comfort and Joy,394012,Peter,,78702,30.26775,-97.72695,Entire home/apt,821,2,118,2019-06-23,2.28,1,298,5,0,118
76996,The Travis Heights Tree House,1665428,Krista,,78704,30.237779999999997,-97.74453000000001,Entire home/apt,68,20,34,2019-07-05,0.34,1,318,31,19,15
77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.25177,-97.77888,Entire home/apt,195,3,14,2019-06-04,0.17,2,359,77,5,9
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003,-97.77859000000001,Entire home/apt,245,3,19,2019-05-06,0.33,2,362,2,2,17
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25625,-97.76765999999999,Entire home/apt,750,3,70,2019-06-26,2.44,1,94,50,0,70
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.2752,-97.74863,Entire home/apt,404,1,6,2019-05-26,0.06,3,0,11,2,4
78422,Living the Dream on Richardine,421002,E. Dixie,,78702,30.27324,-97.71173,Private room,50,1,1,2011-03-17,0.01,1,0,77,1,0
78584,East 2nd Street Charmer!,422239,John,,78702,30.26278,-97.73529,Entire home/apt,176,2,99,2019-06-27,1.13,3,92,86,3,96
78731,Large Room and Private Bath in Central East Austin,423131,Robin,,78702,30.269840000000002,-97.72874,Private room,85,2,158,2019-06-07,1.77,1,86,50,3,155
78749,Condo in the Heart of Downtown Austin...Walkable!,423241,Breanne,,78701,30.270659999999996,-97.7414,Entire home/apt,128,14,8,2019-05-21,0.08,2,46,43,5,3
78757,Nice Room Great House near Zilker,374529,Alyson & Max,,78704,30.247159999999997,-97.78200000000001,Private room,79,2,74,2019-03-16,0.73,3,359,8,49,25
78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.312620000000003,-97.72543,Entire home/apt,109,2,311,2019-06-12,3.06,1,168,35,148,163
78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.26088,-97.77438000000001,Entire home/apt,89,2,117,2019-06-23,1.15,1,209,25,36,81
78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.23916,-97.76487,Entire home/apt,125,1,401,2019-07-06,3.96,1,333,6,191,210
78993,NEWLY REMODELED CENTRAL AUSTIN HOME SLEEPS 5-6,424999,Emily,,78731,30.32787,-97.75442,Entire home/apt,500,2,10,2018-10-21,0.5,1,0,133,0,10
79432,Carriage House Apartment,427758,Ford,,78703,30.2809,-97.76065,Entire home/apt,119,30,54,2019-06-02,0.53,1,153,7,37,17
79768,East-Side Bungalow,430091,Shawn,,78702,30.260709999999996,-97.73258,Entire home/apt,225,4,34,2019-03-11,0.36,2,0,87,8,26
80025,HOUSE SXSW Only. NEW LISTING,428761,David,,78722,30.29808,-97.71339,Private room,600,5,4,2018-01-23,0.04,1,365,169,3,1
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.304190000000002,-97.68914000000001,Entire home/apt,508,1,4,2018-05-22,0.25,1,90,17,0,4
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.323729999999998,-97.71629,Private room,47,2,169,2019-07-08,1.78,1,316,3,69,100
84771,Campus Retreat,321037,Lucien,,78705,30.292690000000004,-97.74345,Entire home/apt,45,2,16,2018-01-03,0.72,2,0,8,0,16
89475,4 Bed Contemporary w/2 Living Rooms,487072,Greg & Amanda,,78757,30.356690000000004,-97.72658,Entire home/apt,199,30,89,2019-06-26,1.06,10,245,7,4,85
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24666,-97.7476,Entire home/apt,112,2,69,2019-07-08,0.69,1,310,6,35,34
104099,Zilker Guesthouse,213651,Daniel,,78704,30.254559999999998,-97.77551,Entire home/apt,85,2,142,2019-05-08,1.5,2,93,75,41,101
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.246129999999997,-97.74528000000001,Entire home/apt,77,31,124,2019-05-27,1.25,2,176,6,67,57
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.303259999999998,-97.73057,Entire home/apt,119,5,61,2019-07-06,0.67,9,365,9,23,38
113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.3022,-97.73013,Private room,60,30,12,2018-06-22,0.12,2,305,139,8,4
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.275090000000002,-97.74851,Entire home/apt,260,1,2,2019-04-14,0.02,3,0,135,1,1
128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,295,3,174,2019-07-02,1.83,1,315,1,3,171
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.302259999999997,-97.73143,Entire home/apt,136,5,51,2019-07-05,0.54,9,329,2,16,35
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30242,-97.72954,Entire home/apt,119,5,45,2019-07-06,0.47,9,0,98,10,35
140561,ELEGANT 4 B.R. HOME NEAR DOWNTOWN,41259,Vincent,,78744,30.161270000000002,-97.7843,Entire home/apt,199,2,33,2019-07-07,0.37,1,182,29,4,29
141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.25582,-97.72709,Entire home/apt,107,1,404,2019-07-03,4.23,1,125,8,82,322
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.302190000000003,-97.74143000000001,Entire home/apt,129,3,179,2019-05-21,2.22,1,276,28,49,130
146153,CUTE CHERRYWOOD BUNGALOW,707052,Julie,,78722,30.289170000000002,-97.71148000000001,Entire home/apt,100,28,19,2018-07-29,0.21,1,364,65,4,15
154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.2515,-97.78206,Entire home/apt,373,3,13,2019-03-13,0.14,1,336,16,6,7
155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.418129999999998,-97.88915,Entire home/apt,105,90,33,2018-11-18,0.35,3,250,4,20,13
158398,ACL 2019 oasis! Short bike or scooter to the park!,760426,Lis,,78704,30.2521,-97.78381999999999,Entire home/apt,699,4,11,2019-03-10,0.12,1,300,38,6,5
166561,SOCO ItZ bitZ Bungalow,347068,Particular Properties,,78704,30.241540000000004,-97.76120999999999,Entire home/apt,69,2,345,2019-06-16,3.55,2,188,44,177,168
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.277279999999998,-97.79113000000001,Entire home/apt,800,3,7,2014-03-12,0.07,1,362,4,7,0
172104,South Austin- close to the action!,746286,Isabel,,78745,30.193179999999998,-97.82095,Entire home/apt,129,3,10,2019-03-19,1.36,1,0,11,0,10
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33107,-97.7142,Entire home/apt,350,2,276,2019-06-30,2.9,1,318,4,65,211
175882,CENTRAL AUSTIN- Treehouse Bungalow,840773,Katy,,78703,30.27869,-97.75310999999999,Entire home/apt,205,2,36,2019-04-10,0.38,1,109,32,4,32
179885,Hip Two Bedroom Home in 78704 ,861520,Ray,,78704,30.239079999999998,-97.77181999999999,Entire home/apt,700,3,3,2014-03-12,0.03,1,365,4,3,0
191719,2b/2b downtown Austin minutes away from everything,670910,John,,78704,30.25784,-97.76114,Entire home/apt,270,3,205,2019-06-27,3.46,1,153,39,12,193
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.258359999999996,-97.76723,Entire home/apt,700,2,29,2019-05-26,0.37,1,355,4,7,22
202187,South Congress Studio Apartment,989596,John,,78704,30.247759999999996,-97.74526999999999,Entire home/apt,85,1,663,2019-06-24,6.99,2,283,37,182,481
202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.275709999999997,-97.75819,Private room,300,2,10,2019-05-08,0.67,1,89,4,0,10
207054,2BR Mid-Century Home near Downtown & Lake,1018853,Merri Gale & Donald,,78741,30.24594,-97.7313,Entire home/apt,124,2,113,2019-06-23,1.2,1,119,11,27,86
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.2635,-97.70097,Entire home/apt,184,2,66,2019-07-01,1.02,1,76,50,1,65
214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.25341,-97.77369,Entire home/apt,99,2,470,2019-07-11,5.03,1,0,1,14,456
217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913,-97.71844,Entire home/apt,79,2,117,2019-06-29,1.28,1,166,98,12,105
218402,New to Austin?  Perfect transition place!,1129520,Paulette,,78754,30.3635,-97.64556,Private room,45,30,20,2019-06-25,0.21,1,336,58,12,8
219168,SOCO Living,1134580,Kalu,,78704,30.24503,-97.74531,Entire home/apt,250,2,10,2019-07-10,10.0,1,0,13,0,10
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.307879999999997,-97.72679000000001,Entire home/apt,94,3,102,2017-10-23,1.07,1,7,3,27,75
227372,Allens Boots Loft on South Congress,1185793,Sean & Lauren,,78704,30.248459999999998,-97.75076999999999,Entire home/apt,295,2,143,2019-05-27,1.6,1,334,1,1,142
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.302709999999998,-97.73123000000001,Entire home/apt,159,5,62,2019-07-08,0.68,9,358,160,11,51
234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.17278,-97.973,Private room,55,1,35,2019-06-30,0.55,2,345,6,3,32
237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.25409,-97.72565999999999,Entire home/apt,450,1,34,2019-06-30,0.36,4,21,169,6,28
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.25368,-97.7567,Entire home/apt,150,2,70,2019-07-08,1.43,4,296,23,0,70
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25426,-97.72431,Entire home/apt,81,1,312,2019-06-27,3.47,4,59,1,34,278
244785,Tranquil East Austin Guesthouse: Summer Haven!,1284548,Gwen & Richard,,78702,30.27917,-97.71564000000001,Entire home/apt,90,1,560,2019-07-01,5.96,1,233,16,245,315
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.3034,-97.68496,Entire home/apt,175,2,1,2012-03-13,0.01,1,0,80,1,0
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.254340000000003,-97.72825,Entire home/apt,500,2,17,2019-03-13,0.19,2,363,9,8,9
254232,Central Austin Luxury Home,1335409,Eric,,78703,30.27928,-97.75641999999999,Entire home/apt,610,5,5,2016-03-20,0.06,2,363,23,3,2
256464,A Baby suite on SoCo in room bath,1348968,Sailing,,78704,30.244809999999998,-97.75253000000001,Private room,110,1,84,2019-05-19,0.9,7,360,188,69,15
259845,East Side Brand new! Close UT-DownT,1143953,Linda And Lia,,78702,30.2717,-97.71704,Private room,65,2,66,2019-06-30,0.74,2,268,48,18,48
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.253090000000004,-97.77375,Entire home/apt,350,3,30,2019-06-27,0.89,1,0,170,0,30
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.282809999999998,-97.76417,Entire home/apt,399,2,38,2019-06-30,0.41,2,354,1,13,25
281182,Great House 1 block from Metro Rail,1465788,Michelle,,78702,30.28091,-97.70809,Entire home/apt,350,2,31,2019-04-28,0.35,1,344,27,2,29
282342,Terrific 3bedroom 2.5bath Kitchen Garage Home,1471597,Teresa,,78758,30.366629999999997,-97.70872,Entire home/apt,69,45,19,2019-06-11,0.21,1,35,53,4,15
286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.258640000000003,-97.75981,Entire home/apt,222,1,161,2019-06-23,1.76,34,21,23,28,133
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78704,30.232229999999998,-97.74579,Entire home/apt,154,2,215,2019-06-22,2.41,20,292,64,56,159
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.188440000000003,-97.78975,Entire home/apt,210,30,50,2018-11-02,0.56,2,304,1,26,24
299282,"Light Filled Room, Hyde Park near UT",1541934,Margo,,78751,30.309440000000002,-97.73181,Private room,195,30,35,2019-03-17,0.39,12,287,49,23,12
300574,Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.257209999999997,-97.75563000000001,Entire home/apt,124,2,300,2019-07-07,3.33,2,339,6,104,196
301701,Super Comfortable Room1 Scenic Area,1554241,April,,78759,30.41396,-97.75983000000001,Private room,79,1,1,2012-03-14,0.01,5,365,5,1,0
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20948,-97.76969,Entire home/apt,65,3,102,2019-07-07,1.12,13,360,100,41,61
305392,SXSW * Sleeps 10 * Walk everywhere!,117233,Paige,,78702,30.25518,-97.73289,Entire home/apt,525,3,9,2019-03-12,0.12,2,6,24,1,8
311092,Apt for Rent- Close to Dwntwn,1599866,Jaclyn,,78704,30.23225,-97.76552,Entire home/apt,125,2,18,2019-04-15,0.2,1,357,3,4,14
313400,Luxury Modern Home in Zilker,1611299,Pam,,78704,30.253040000000002,-97.76885,Entire home/apt,995,3,11,2018-04-29,0.28,1,355,273,0,11
313973,Barton Hills Man Cave Very Private,374529,Alyson & Max,,78704,30.25191,-97.78116,Private room,225,2,22,2017-10-16,0.25,3,89,4,12,10
315239,Very convenient for SxSW,1617870,John,,78745,30.2135,-97.7809,Entire home/apt,600,3,2,2014-03-17,0.03,1,365,12,2,0
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.254309999999997,-97.75578,Entire home/apt,400,3,9,2015-03-24,0.1,1,0,2,7,2
316885,Coming home Master Bedroom,1554241,April,,78759,30.414009999999998,-97.76194,Private room,125,1,3,2014-09-20,0.05,5,365,6,3,0
316886,Ture sanctuary for comfort & peace,1554241,April,,78759,30.414690000000004,-97.76042,Private room,79,1,1,2014-06-28,0.02,5,365,2,1,0
318963,South Congress Bungalow SXSW 2016,1637006,Cathy,,78704,30.2509,-97.74119,Entire home/apt,650,2,1,2012-01-26,0.01,1,0,107,1,0
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2648,-97.73428,Entire home/apt,200,2,201,2019-06-23,2.25,11,306,30,73,128
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jessica,,78702,30.255359999999996,-97.72855,Entire home/apt,650,4,2,2015-03-18,0.03,1,0,94,1,1
319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.284129999999998,-97.64927,Entire home/apt,230,2,41,2019-07-07,0.46,2,352,1,2,39
320161,Country Road Room 5,1427814,Andrea,,78747,30.16204,-97.73744,Private room,45,30,19,2019-03-30,0.21,9,0,7,3,16
320435,Amazing Urban Hideaway for SXSW!,1641993,Stephanie,,78753,30.352290000000004,-97.69454,Entire home/apt,625,4,4,2014-03-17,0.04,1,365,3,4,0
321069,Walk to ACL: 3/2 Mid-Century Mod House,1644741,Liz,,78704,30.254070000000002,-97.77818,Entire home/apt,750,2,1,2018-06-23,0.08,1,355,2,0,1
321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.277520000000003,-97.71919,Entire home/apt,95,1,387,2019-06-15,4.3,2,166,54,120,267
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.2509,-97.78843,Entire home/apt,500,1,13,2015-10-04,0.17,1,0,23,7,6
321718,Casa De Senor Don Gato,1647403,David,,78704,30.243909999999996,-97.77203,Entire home/apt,475,3,9,2018-03-13,0.12,1,365,11,2,7
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26833,-97.71708000000001,Entire home/apt,240,7,47,2018-03-25,0.53,1,0,1,25,22
323733,4th St Loft in Downtown Austin!,1654178,Erik & Crystal,,78701,30.26778,-97.74563,Entire home/apt,149,1,355,2019-07-07,4.0,1,271,34,79,276
324552,South Congress private SOCO Studio,1348968,Sailing,,78704,30.24588,-97.75121999999999,Entire home/apt,95,1,180,2019-04-14,1.99,7,354,18,81,99
325889,"Amazing House & Location, Jacuzzi, Walk S Congress",1666874,Abbie & Brian,,78704,30.24669,-97.75532,Entire home/apt,799,3,12,2019-07-07,0.13,2,342,3,1,11
326839,Eastside Treasure,1671318,Kelsey,,78702,30.26052,-97.71214,Entire home/apt,375,3,9,2019-03-17,0.1,1,0,19,3,6
327653,One bdrm garage apt in Hyde Park,1674764,Carol,,78751,30.312179999999998,-97.71745,Entire home/apt,150,2,2,2014-03-10,0.02,2,345,8,2,0
327911,Lovely Room on bus line,1631335,Peggy,,78757,30.333540000000003,-97.73222,Private room,47,2,86,2018-10-07,0.95,1,192,123,33,53
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.3024,-97.80719,Entire home/apt,495,3,6,2016-06-05,0.07,1,352,85,3,3
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27235,-97.72514,Private room,75,2,429,2019-06-24,4.82,10,324,49,147,282
330301,Entire Upstairs in NW Austin,1685125,Janet,,78729,30.45096,-97.76467,Entire home/apt,130,5,12,2012-08-28,0.13,2,0,15,12,0
333442,RARE SECLUDED 1940s ESTATE,1698318,Virginia,,78703,30.312929999999998,-97.76659000000001,Entire home/apt,450,3,106,2019-07-07,1.3,1,275,17,16,90
333810,South Austin Home 5 min to Downtown,1700565,Robin,,78741,30.23193,-97.74121,Entire home/apt,175,6,3,2016-03-17,0.04,1,0,2,1,2
333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25333,-97.7523,Private room,99,1,142,2019-06-22,1.6,2,326,162,49,93
333856,Solar Sanctuary-Austin History Room,372962,Kim,,78704,30.253040000000002,-97.75301,Private room,99,1,103,2019-05-26,1.15,2,331,5,26,77
333857,Walk to Downtown Homestay Pink Room,1700729,Larry And Joanna,,78702,30.27508,-97.72995,Private room,65,1,135,2019-06-07,1.52,1,103,495,30,105
334554,"SXSW Great 2BCondo, minutes from Downtown & Zilker",1703984,Cindy,,78704,30.2407,-97.77525,Entire home/apt,275,5,6,2019-03-12,0.07,1,125,16,4,2
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24468,-97.72442,Entire home/apt,250,1,2,2013-03-17,0.02,1,0,3,2,0
335885,"5Bed/3Bath: Sleeps 16+, Private 4Bed/2Bath, Pool",1707903,Stephen,,78749,30.20693,-97.85641,Private room,600,2,15,2016-03-20,0.17,2,359,1,10,5
335945,"Wonderful and comfy townhome, very central and fun",1555683,Patrick,,78741,30.24035,-97.73334,Entire home/apt,190,2,32,2018-04-23,0.36,1,222,33,16,16
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.421979999999998,-97.76717,Private room,75,1,33,2015-10-06,0.37,1,83,149,26,7
337149,Eastside House - Near Downtown!,1714022,Jessica,,78702,30.256,-97.72595,Entire home/apt,200,2,158,2019-06-23,1.77,1,110,126,41,117
337414,cute house near East 6th St!,1714815,Veronica,,78702,30.26795,-97.71195,Private room,115,1,15,2016-04-23,0.19,1,0,5,5,10
337508,Cozy room  in green friendly home,1715487,Star,,78757,30.36645,-97.73333000000001,Private room,75,2,3,2014-04-29,0.03,2,365,2,3,0
337560,Spare room for rent for SXSW,1715541,Jason,,78704,30.23447,-97.76755,Private room,700,1,1,2012-03-15,0.01,1,365,15,1,0
337796,Love the space you rent. E.Aus.TX.,1714832,Shannon,,78721,30.25866,-97.68760999999999,Private room,100,2,2,2012-03-19,0.02,1,0,8,2,0
338117,Central East Private Room- Close UT,1143953,Linda And Lia,,78702,30.273740000000004,-97.71887,Private room,67,2,59,2019-07-10,0.66,2,273,1,15,44
340419,*SXSW PRIME LOCATION E 5TH ST*,1727068,Chris & Ana,,78702,30.2628,-97.72499,Entire home/apt,222,7,5,2018-03-14,0.06,1,284,121,2,3
